,Vectorizer,Model,Train_Accuracy,Train_F1,Test_Accuracy,Test_F1,Inference_Time,FLOPs_per_Sample,Training_Time
0,Tf_IDF,Logistic Model,0.9192833333333333,0.919100317557345,0.9056578947368421,0.9053866266300983,0.5342614650726318,10000.0,15.546875
1,Tf_IDF,Random Forest Model,0.7788333333333334,0.7793000229365822,0.7686842105263157,0.7686727873630702,1.9844629764556885,1000.0,38.859375
2,Tf_IDF,XG Boost Model,0.9362916666666666,0.936206407541604,0.9030263157894737,0.9027899998143843,1.4317352771759033,4000.0,1911.125
3,Tf_IDF,MLP Model,0.9303333333333333,0.9302805005082809,0.9069736842105263,0.9069224789926851,4.711081266403198,2626560.0,175.109375
4,Tf_IDF,Scratch MLP Model,0.897625,0.8972769519723695,0.8898684210526315,0.8894316495574502,3.546875,2626560.0,1848.828125
