,Vectorizer,Model,Train_Accuracy,Train_F1,Test_Accuracy,Test_F1,Inference_Time,FLOPs_per_Sample,Training_Time
0,BERT Transformer,MLP Model,0.8932222222222223,0.8931810280974017,0.8872368421052632,0.8872363325561987,23.98824925899953,22000000000,4078.028556199
